song_id,appearance_count,canonical_title,current_zh,suggested_zh,zh_action,zh_confidence,zh_note,current_en,suggested_en,en_action,en_confidence,en_note,source_summary,source_urls
SONG-0283,21,フロイライン＝ビブリォチカ (Fräulein=Biblioteca),フロイライン＝ビブリォチカ (Fräulein=Biblioteca),フロイライン＝ビブリォチカ (Fräulein=Biblioteca),KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,フロイライン＝ビブリォチカ (Fräulein=Biblioteca),Fräulein＝Biblioteca,TRANSLATE,high,Exact Vocaloid Wiki English title and creator styling.,"Vocaloid Wiki: English=Fräulein＝Biblioteca, Romaji=Furoirain=Biburochika",https://vocaloid.fandom.com/wiki/%E3%83%95%E3%83%AD%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%B3%EF%BC%9D%E3%83%93%E3%83%96%E3%83%AA%E3%82%A9%E3%83%81%E3%82%AB_%28Fr%C3%A4ulein%3DBiblioteca%29 | https://www.bilibili.com/video/BV1CE411Z74B/
SONG-0313,21,ラズベリー*モンスター,ラズベリー*モンスター,ラズベリー*モンスター,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Raspberry＊Monster,Raspberry＊Monster,CURRENT,high,Existing en value is outside this audit gap.,Vocaloid Wiki: English=Hatsune Miku Magical Future 2015,https://vocaloid.fandom.com/wiki/Hatsune_Miku_Magical_Mirai_2015
SONG-0252,20,トリノコシティ,トリノコシティ,トリノコシティ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Torinokocity,Torinokocity,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: トリノコシティ/Torinokocity/トリノコシティ | Vocaloid Wiki: Official English=Torinoko City, English=Left-Behind City / Urbandonment, Romaji=Torinoko Shiti",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E3%83%88%E3%83%AA%E3%83%8E%E3%82%B3%E3%82%B7%E3%83%86%E3%82%A3_%28Torinoko_City%29
SONG-0368,20,私の恋はヘルファイア,私の恋はヘルファイア,我的爱是地狱业火,TRANSLATE,high,Bilibili PJSK/community title usage.,My love is Hellfire,My love is Hellfire,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: 私の恋はヘルファイア/My love is Hellfire/私の恋はヘルファイア | Vocaloid Wiki: English=My Love is Hellfire, Romaji=Watashi no Koi wa Herufaia | Chinese community check: 我的爱是地狱业火",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E7%A7%81%E3%81%AE%E6%81%8B%E3%81%AF%E3%83%98%E3%83%AB%E3%83%95%E3%82%A1%E3%82%A4%E3%82%A2_%28Watashi_no_Koi_wa_Hellfire%29 | https://search.bilibili.com/all?keyword=%22%E7%A7%81%E3%81%AE%E6%81%8B%E3%81%AF%E3%83%98%E3%83%AB%E3%83%95%E3%82%A1%E3%82%A4%E3%82%A2%22+%22%E6%88%91%E7%9A%84%E7%88%B1%E6%98%AF%E5%9C%B0%E7%8B%B1%E4%B8%9A%E7%81%AB%22
SONG-0376,20,初嵐 (Chūlán),初嵐 (Chūlán),初嵐 (Chūlán),CURRENT,high,Existing zh value is outside this audit gap.,初嵐 (Chūlán),First Storm,TRANSLATE,high,Vocaloid Wiki marks this as Official English.,"Vocaloid Wiki: Official English=First Storm, Simplified Chinese=初岚",https://vocaloid.fandom.com/wiki/%E5%88%9D%E5%B5%90_%28Ch%C5%ABl%C3%A1n%29
SONG-0302,19,メインキャラクター,メインキャラクター,メインキャラクター,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Main Character,Main Character,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: メインキャラクター/Main Character/メインキャラクター | VocaDB: Japanese=メインキャラクター, English=Main Character, Unspecified=메인 캐릭터 | Vocaloid Wiki: Official English=Main Character, Romaji=Mein Kyarakutaa",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/123940 | https://vocaloid.fandom.com/wiki/%E3%83%A1%E3%82%A4%E3%83%B3%E3%82%AD%E3%83%A3%E3%83%A9%E3%82%AF%E3%82%BF%E3%83%BC_%28Main_Character%29
SONG-0381,19,深海シティアンダーグラウンド,深海シティアンダーグラウンド,深海City Underground,REVIEW,medium,Attested in Chinese Project DIVA community lists; mixed-language title remains common.,Deep sea city under ground,Deep sea city under ground,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: 深海シティアンダーグラウンド/Deep sea city under ground/深海シティアンダーグラウンド | Vocaloid Wiki: English=Deep Sea City Underground, Romaji=Shinkai Shiti Andaaguraundo | Chinese community check: 深海City Underground",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E6%B7%B1%E6%B5%B7%E3%82%B7%E3%83%86%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B0%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%89_%28Shinkai_City_Underground%29 | https://search.bilibili.com/all?keyword=%22%E6%B7%B1%E6%B5%B7%E3%82%B7%E3%83%86%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B0%E3%83%A9%E3%82%A6%E3%83%B3%E3%83%89%22+%22%E6%B7%B1%E6%B5%B7City+Underground%22
SONG-0191,18,きみとぼくのレゾナンス,きみとぼくのレゾナンス,きみとぼくのレゾナンス,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Resonance Between You and Me.,Resonance Between You and Me.,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: きみとぼくのレゾナンス/Resonance Between You and Me./きみとぼくのレゾナンス | VocaDB: Japanese=きみとぼくのレゾナンス, English=Resonance Between You and Me, Romaji=Kimi to Boku no Resonance, Unspecified=You and my Resonance, Unspecified=너와 나의 레조넌스 | Vocaloid Wiki: Official English=Resonance Between You and Me, Romaji=Kimi to Boku no Rezonansu",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/284994 | https://vocaloid.fandom.com/wiki/%E3%81%8D%E3%81%BF%E3%81%A8%E3%81%BC%E3%81%8F%E3%81%AE%E3%83%AC%E3%82%BE%E3%83%8A%E3%83%B3%E3%82%B9_%28Kimi_to_Boku_no_Resonance%29
SONG-0293,18,まるいうなばら,まるいうなばら,まるいうなばら,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Spheric Ocean,Spheric Ocean,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=まるいうなばら, Romaji=Marui Unabara, English=Spheric Ocean, Unspecified=둥근 바다 | Vocaloid Wiki: Official English=Spheric Ocean, English=Round Ocean, Romaji=Marui Unabara",https://vocadb.net/S/269651 | https://vocaloid.fandom.com/wiki/%E3%81%BE%E3%82%8B%E3%81%84%E3%81%86%E3%81%AA%E3%81%B0%E3%82%89_%28Marui_Unabara%29
SONG-0349,18,完全性コンプレックス,完全性コンプレックス,完全性コンプレックス,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Perfectionist Complex,Perfectionist Complex,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=完全性コンプレックス, Romaji=Kanzensei Complex, English=Perfectionist Complex | Vocaloid Wiki: English=Perfectionist Complex, Romaji=Kanzenseki Konpurekkusu",https://vocadb.net/S/29120 | https://vocaloid.fandom.com/wiki/%E5%AE%8C%E5%85%A8%E6%80%A7%E3%82%B3%E3%83%B3%E3%83%97%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B9_%28Kanzensei_Complex%29
SONG-0455,18,ドーピングダンス,ドーピングダンス,ドーピングダンス,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Doping Dance,Doping Dance,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ドーピングダンス, English=Doping Dance, Unspecified=도핑 댄스 | Vocaloid Wiki: English=Doping Dance, Romaji=Doopingu Dansu",https://vocadb.net/S/425435 | https://vocaloid.fandom.com/wiki/%E3%83%89%E3%83%BC%E3%83%94%E3%83%B3%E3%82%B0%E3%83%80%E3%83%B3%E3%82%B9_%28Doping_Dance%29
SONG-0457,18,バッドシャーク,バッドシャーク,バッドシャーク,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Bad Shark,Bad Shark,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=バッドシャーク, English=Bad Shark | Vocaloid Wiki: English=Bad Shark, Romaji=Baddo Shaaku",https://vocadb.net/S/478851 | https://vocaloid.fandom.com/wiki/%E3%83%90%E3%83%83%E3%83%89%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF_%28Bad_Shark%29
SONG-0463,18,エル・タンゴ・エゴイスタ,エル・タンゴ・エゴイスタ,エル・タンゴ・エゴイスタ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,El・Tango・Egoista Quintet Version,El・Tango・Egoista Quintet Version,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=El・Tango・Egoista Quintet Version, English=The Egoist Tango, Romaji=Eru Tango Egoisuta",https://vocaloid.fandom.com/wiki/%E3%82%A8%E3%83%AB%E3%83%BB%E3%82%BF%E3%83%B3%E3%82%B4%E3%83%BB%E3%82%A8%E3%82%B4%E3%82%A4%E3%82%B9%E3%82%BF_%28El_Tango_Egoista%29
SONG-0465,18,空に免じて,空に免じて,空に免じて,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Sora ni Menjite,Sora ni Menjite,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: 空に免じて/Sora ni Menjite/空に免じて | VocaDB: Japanese=空に免じて, Romaji=Sora ni Menjite, English=For the Skies’ Sake, Unspecified=In Deference to the Sky | Vocaloid Wiki: English=For the Skies' Sake, Romaji=Sora ni Menjite",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/954657 | https://vocaloid.fandom.com/wiki/%E7%A9%BA%E3%81%AB%E5%85%8D%E3%81%98%E3%81%A6_%28Sora_ni_Menjite%29
SONG-0466,18,こたえて,こたえて,こたえて,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Answer Me,Answer Me,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=こたえて, Romaji=Kotaete, English=Answer Me | Vocaloid Wiki: English=Hatsune Miku ""Magical Mirai 2026"" OFFICIAL ALBUM",https://vocadb.net/S/884096 | https://vocaloid.fandom.com/wiki/%E5%88%9D%E9%9F%B3%E3%83%9F%E3%82%AF%E3%80%8C%E3%83%9E%E3%82%B8%E3%82%AB%E3%83%AB%E3%83%9F%E3%83%A9%E3%82%A4_2026%E3%80%8DOFFICIAL_ALBUM_%28Hatsune_Miku_%22Magical_Mirai_2026%22_OFFICIAL_ALBUM%29
SONG-0172,17,ヴァニッシュ,ヴァニッシュ,ヴァニッシュ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Vanish,Vanish,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ヴァニッシュ, English=Vanish | Vocaloid Wiki: English=Vanish, Romaji=Vanisshu",https://vocadb.net/S/401761 | https://vocaloid.fandom.com/wiki/%E3%83%B4%E3%82%A1%E3%83%8B%E3%83%83%E3%82%B7%E3%83%A5_%28Vanish%29
SONG-0199,17,げんてん,げんてん,げんてん,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,origin,origin,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: げんてん/—/— | VocaDB: Japanese=げんてん, Romaji=Genten, Unspecified=원점, English=Origin | Vocaloid Wiki: Official English=origin, Romaji=Genten",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/687114 | https://vocaloid.fandom.com/wiki/%E3%81%92%E3%82%93%E3%81%A6%E3%82%93_%28Genten%29
SONG-0222,17,ストリートライト,ストリートライト,ストリートライト,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Street Light,Street Light,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ストリートライト, English=Street Light | Vocaloid Wiki: Official English=Street Light, Romaji=Sutoriitoraito",https://vocadb.net/S/746114 | https://vocaloid.fandom.com/wiki/%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A9%E3%82%A4%E3%83%88_%28Street_Light%29
SONG-0253,17,なりすましゲンガー,なりすましゲンガー,なりすましゲンガー,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Doubleganger,Doubleganger,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: Official English=Doubleganger, English=Spoofing Genga, Romaji=Narisumashi Genga",https://vocaloid.fandom.com/wiki/%E3%81%AA%E3%82%8A%E3%81%99%E3%81%BE%E3%81%97%E3%82%B2%E3%83%B3%E3%82%AC%E3%83%BC_%28Narisumashi_Genga%29
SONG-0276,17,プシ,プシ,プシ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Psi,Psi,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=プシ, English=Psi, Unspecified=Ψ, Unspecified=프시 | Vocaloid Wiki: English=Psi, Romaji=Pushi",https://vocadb.net/S/460547 | https://vocaloid.fandom.com/wiki/%E3%83%97%E3%82%B7_%28Psi%29
SONG-0304,17,メテオ (Meteor),メテオ (Meteor),流星,TRANSLATE,medium,Project DIVA Chinese community usage; title meaning is also direct.,メテオ (Meteor),Meteor,TRANSLATE,high,Exact English label on Vocaloid Wiki.,"Vocaloid Wiki: English=Meteor, Romaji=Meteo | Chinese community check: 流星",https://vocaloid.fandom.com/wiki/%E3%83%A1%E3%83%86%E3%82%AA_%28Meteor%29 | https://search.bilibili.com/all?keyword=%22%E3%83%A1%E3%83%86%E3%82%AA+%28Meteor%29%22+%22%E6%B5%81%E6%98%9F%22
SONG-0311,17,ラヴィ,ラヴィ,ラヴィ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Lavie,Lavie,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ラヴィ/—/— | Vocaloid Wiki: Official English=Lavie, Romaji=Ravi",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E3%83%A9%E3%83%B4%E3%82%A3_%28Lavie%29
SONG-0325,16,レイニースノードロップ,レイニースノードロップ,レイニースノードロップ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Rainy Snowdrop,Rainy Snowdrop,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: レイニースノードロップ/Rainy Snowdrop/レイニースノードロップ | VocaDB: Japanese=レイニースノードロップ, English=Rainy Snowdrop, Unspecified=레이니 스노우드롭 | Vocaloid Wiki: Official English=Rainy Snowdrop, Romaji=Reinii Sunoodoroppu",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/343869 | https://vocaloid.fandom.com/wiki/%E3%83%AC%E3%82%A4%E3%83%8B%E3%83%BC%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%89%E3%83%AD%E3%83%83%E3%83%97_%28Rainy_Snowdrop%29
SONG-0359,16,混沌ブギ,混沌ブギ,混沌ブギ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Konton Boogie,Konton Boogie,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: 混沌ブギ/Konton Boogie/混沌ブギ | Vocaloid Wiki: English=Chaotic Boogie, Romaji=Konton Bugi",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E6%B7%B7%E6%B2%8C%E3%83%96%E3%82%AE_%28Konton_Boogie%29
SONG-0160,15,ある計画は今も密かに,ある計画は今も密かに,ある計画は今も密かに,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,A Plan Is Still In Progress Covertly,A Plan Is Still In Progress Covertly,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ある計画は今も密かに, Romaji=Aru Keikaku wa Ima mo Hisoka ni, English=A Plan is Still in Progress Covertly., Unspecified=Some Plans Are Still Secret | Vocaloid Wiki: Official English=A Plan Is Still In Progress Covertly, Romaji=Aru Keikaku wa Ima mo Hisoka ni",https://vocadb.net/S/229183 | https://vocaloid.fandom.com/wiki/%E3%81%82%E3%82%8B%E8%A8%88%E7%94%BB%E3%81%AF%E4%BB%8A%E3%82%82%E5%AF%86%E3%81%8B%E3%81%AB_%28Aru_Keikaku_wa_Ima_mo_Hisoka_ni%29
SONG-0213,15,シャボン,シャボン,シャボン,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Soap,Soap,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=シャボン, Romaji=Shabon, English=Soap, Unspecified=Soap Bubble | Vocaloid Wiki: English=Soap, Romaji=Shabon",https://vocadb.net/S/239350 | https://vocaloid.fandom.com/wiki/%E3%82%B7%E3%83%A3%E3%83%9C%E3%83%B3_%28Shabon%29
SONG-0378,15,心がどっか寂しいんだ,心がどっか寂しいんだ,心がどっか寂しいんだ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,＃I Feel Kinda Lonely,＃I Feel Kinda Lonely,CURRENT,high,Existing en value is outside this audit gap.,"Vocaloid Wiki: English=＃I Feel Kinda Lonely, Romaji=＃Kokoro ga Dokka Sabishiinda",https://vocaloid.fandom.com/wiki/%E5%BF%83%E3%81%8C%E3%81%A9%E3%81%A3%E3%81%8B%E5%AF%82%E3%81%97%E3%81%84%E3%82%93%E3%81%A0_%28Kokoro_ga_Dokka_Sabishiinda%29
SONG-0016,12,Birthday Song for ミク,Birthday Song for ミク,Birthday Song for ミク,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Birthday Song for Miku,Birthday Song for Miku,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: English=Birthday Song for Miku, Japanese=Birthday Song for ミク | Vocaloid Wiki: English=Birthday Song for Miku",https://vocadb.net/S/14339 | https://vocaloid.fandom.com/wiki/Birthday_Song_for_%E3%83%9F%E3%82%AF_%28Birthday_Song_for_Miku%29
SONG-0245,12,どうぶつ占い,どうぶつ占い,どうぶつ占い,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Animal Fortune-telling,Animal Fortune-telling,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=どうぶつ占い, English=Animal Divination, Romaji=Doubutsu Uranai, Unspecified=Animal Fortune-Telling | Vocaloid Wiki: English=Animal Fortune-telling, Romaji=Doubutsu Uranai",https://vocadb.net/S/5393 | https://vocaloid.fandom.com/wiki/%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E5%8D%A0%E3%81%84_%28Doubutsu_Uranai%29
SONG-0284,12,ヘッジホッグ,ヘッジホッグ,ヘッジホッグ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Hedgehog,Hedgehog,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ヘッジホッグ/—/— | VocaDB: Japanese=ヘッジホッグ, English=Hedgehog, Unspecified=헤지호그 | Vocaloid Wiki: English=Hedgehog, Romaji=Hejjihoggu",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/329458 | https://vocaloid.fandom.com/wiki/%E3%83%98%E3%83%83%E3%82%B8%E3%83%9B%E3%83%83%E3%82%B0_%28Hedgehog%29
SONG-0158,11,アルビノ,アルビノ,白色异种,TRANSLATE,medium,Bilibili Magical Mirai/Vocaloid usage.,Albino,Albino,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=アルビノ, English=Albino | Vocaloid Wiki: English=Albino, Romaji=Arubino | Chinese community check: 白色异种",https://vocadb.net/S/592911 | https://vocaloid.fandom.com/wiki/%E3%82%A2%E3%83%AB%E3%83%93%E3%83%8E_%28Albino%29/buzzG | https://search.bilibili.com/all?keyword=%22%E3%82%A2%E3%83%AB%E3%83%93%E3%83%8E%22+%22%E7%99%BD%E8%89%B2%E5%BC%82%E7%A7%8D%22
SONG-0206,11,サイハテ,サイハテ,サイハテ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,saihate,saihate,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: サイハテ/saihate/サイハテ | Vocaloid Wiki: English=The Farthest Ends, Romaji=Saihate",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocaloid.fandom.com/wiki/%E3%82%B5%E3%82%A4%E3%83%8F%E3%83%86_%28Saihate%29
SONG-0286,10,ぼかろころしあむ,ぼかろころしあむ,VOCALOID竞技场,TRANSLATE,medium,Chinese dance/Vocaloid community uses VOCALOID竞技场.,Vocalo-Colosseum,Vocalo-Colosseum,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ぼかろころしあむ/—/— | VocaDB: Japanese=ぼかろころしあむ, English=Vocaloid Colosseum, Unspecified=Vocalo-Colosseum, Unspecified=语流, Unspecified=보카로 콜로세움 | Vocaloid Wiki: Official English=Vocalo-Colosseum, English=Vocalo-Coliseum, Romaji=Bokaro Koroshiamu | Chinese community check: VOCALOID竞技场",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/199492 | https://vocaloid.fandom.com/wiki/%E3%81%BC%E3%81%8B%E3%82%8D%E3%81%93%E3%82%8D%E3%81%97%E3%81%82%E3%82%80_%28Vocalo-Colosseum%29 | https://search.bilibili.com/all?keyword=%22%E3%81%BC%E3%81%8B%E3%82%8D%E3%81%93%E3%82%8D%E3%81%97%E3%81%82%E3%82%80%22+%22VOCALOID%E7%AB%9E%E6%8A%80%E5%9C%BA%22
SONG-0001,8,＊ハロー、プラネット。,＊ハロー、プラネット。,＊ハロー、プラネット。,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,"*Hello, Planet","*Hello, Planet",CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ＊ハロー、プラネット。/*Hello, Planet/＊ハロー、プラネット。 | VocaDB: Japanese=＊ハロー、プラネット。, English=*Hello, Planet. | Vocaloid Wiki: Official English=*Hello, Planet, English=*Hello, Planet.",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/592869 | https://vocaloid.fandom.com/wiki/%EF%BC%8A%E3%83%8F%E3%83%AD%E3%83%BC%E3%80%81%E3%83%97%E3%83%A9%E3%83%8D%E3%83%83%E3%83%88%E3%80%82_%28%2AHello%2C_Planet.%29
SONG-0285,8,ぽかぽかの星,ぽかぽかの星,ぽかぽかの星,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Poka Poka Planet,Poka Poka Planet,CURRENT,high,Existing en value is outside this audit gap.,"PJSK JP/EN/CN: ぽかぽかの星/Poka Poka Planet/ぽかぽかの星 | VocaDB: Japanese=ぽかぽかの星, English=Poka Poka Planet, Romaji=Pokapoka no Hoshi, Unspecified=Cozy Planet, Unspecified=暖暖的星, Unspecified=따끈따끈한 별 | Vocaloid Wiki: Official English=Poka Poka Planet, English=Cozy Planet, Romaji=Pokapoka no Hoshi",https://github.com/Sekai-World/sekai-master-db-diff/blob/main/musics.json | https://vocadb.net/S/261660 | https://vocaloid.fandom.com/wiki/%E3%81%BD%E3%81%8B%E3%81%BD%E3%81%8B%E3%81%AE%E6%98%9F_%28Pokapoka_no_Hoshi%29
SONG-0290,7,マージナル,マージナル,マージナル,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Marginal,Marginal,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=マージナル | Vocaloid Wiki: English=Marginal, Romaji=Mājinaru",https://vocadb.net/S/778187 | https://vocaloid.fandom.com/wiki/%E3%83%9E%E3%83%BC%E3%82%B8%E3%83%8A%E3%83%AB_%28Marginal%29
SONG-0179,6,エスパーエスパー,エスパーエスパー,エスパーエスパー,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,Esper Esper / Psychic Psychic,Esper Esper / Psychic Psychic,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=エスパーエスパー, English=Esper Esper, Unspecified=Psychic Psychic, Unspecified=에스퍼 에스퍼 | Vocaloid Wiki: English=Esper Esper / Psychic Psychic, Romaji=Esupaa Esupaa",https://vocadb.net/S/593626 | https://vocaloid.fandom.com/wiki/%E3%82%A8%E3%82%B9%E3%83%91%E3%83%BC%E3%82%A8%E3%82%B9%E3%83%91%E3%83%BC_%28Esper_Esper%29
SONG-0182,6,オーパーツ,オーパーツ,オーパーツ,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,OOPÁRTS,OOPÁRTS,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=オーパーツ, English=OOPÁRTS, Unspecified=OOPARTS, Unspecified=Out-of-place artifact, Unspecified=오파츠 | Vocaloid Wiki: Official English=OOPÁRTS, Romaji=Oopaatsu",https://vocadb.net/S/840401 | https://vocaloid.fandom.com/wiki/%E3%82%AA%E3%83%BC%E3%83%91%E3%83%BC%E3%83%84_%28OOP%C3%81rts%29
SONG-0186,6,ガッチュー！,ガッチュー！,ガッチュー！,KEEP_ORIGINAL,low,No stable Chinese localized title found across checked sources; preserve official/original title.,I GOT YOU!,I GOT YOU!,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=ガッチュー！, English=I GOT YOU!, Unspecified=Gotchu!, Romaji=Got You!, Unspecified=I Got You!, Unspecified=갓츄! | Vocaloid Wiki: Official English=I GOT YOU!, English=Gotchu!, Romaji=Gacchuu!",https://vocadb.net/S/563199 | https://vocaloid.fandom.com/wiki/%E3%82%AC%E3%83%83%E3%83%81%E3%83%A5%E3%83%BC%EF%BC%81_%28Gotchu%21%29
SONG-0190,6,きみとそらをとぶ,きみとそらをとぶ,与你翱游天际,TRANSLATE,high,Pokemon x Hatsune Miku Chinese community upload uses this title.,Fly With You,Fly With You,CURRENT,high,Existing en value is outside this audit gap.,"VocaDB: Japanese=きみとそらをとぶ, Romaji=Kimi to Sora o Tobu, English=Fly With You, Unspecified=Flying to The Sky With You, Unspecified=Flying in the Sky with You, Unspecified=Flying With You to the Sky, Unspecified=너와 공중을 날다 | Vocaloid Wiki: Official English=Fly With You, English=Flying With You to the Sky, Romaji=Kimi to Sora o Tobu | Chinese community check: 与你翱游天际",https://vocadb.net/S/560308 | https://vocaloid.fandom.com/wiki/%E3%81%8D%E3%81%BF%E3%81%A8%E3%81%9D%E3%82%89%E3%82%92%E3%81%A8%E3%81%B6_%28Kimi_to_Sora_o_Tobu%29 | https://search.bilibili.com/all?keyword=%22%E3%81%8D%E3%81%BF%E3%81%A8%E3%81%9D%E3%82%89%E3%82%92%E3%81%A8%E3%81%B6%22+%22%E4%B8%8E%E4%BD%A0%E7%BF%B1%E6%B8%B8%E5%A4%A9%E9%99%85%22
